Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Misguided Ghosts,brand new eyes,Don't need no roads,Traveling endlessly,"In fact, they follow me",1
Misguided Ghosts,brand new eyes,"In fact, they follow me",Don't need no roads,And we just go in circles,1
Misguided Ghosts,brand new eyes,And we just go in circles,"In fact, they follow me",Now I'm told that this is life,1
Misguided Ghosts,brand new eyes,Now I'm told that this is life,And we just go in circles,And pain is just a simple compromise,1
Misguided Ghosts,brand new eyes,And pain is just a simple compromise,Now I'm told that this is life,So we can get what we want out of it,1
Misguided Ghosts,brand new eyes,So we can get what we want out of it,And pain is just a simple compromise,Would someone care to classify,1
Misguided Ghosts,brand new eyes,Would someone care to classify,So we can get what we want out of it,Our broken hearts and twisted minds?,1
Misguided Ghosts,brand new eyes,Our broken hearts and twisted minds?,Would someone care to classify,So I can find someone to rely on,1
Misguided Ghosts,brand new eyes,So I can find someone to rely on,Our broken hearts and twisted minds?,"And run to them, to them",1
Misguided Ghosts,brand new eyes,"And run to them, to them",So I can find someone to rely on,Full speed ahead,1
Misguided Ghosts,brand new eyes,Full speed ahead,"And run to them, to them","Oh, you are not useless",1
Misguided Ghosts,brand new eyes,"Oh, you are not useless",Full speed ahead,We are just,1
Misguided Ghosts,brand new eyes,We are just,"Oh, you are not useless",Misguided ghosts,1
Misguided Ghosts,brand new eyes,Misguided ghosts,We are just,Traveling endlessly,1
Misguided Ghosts,brand new eyes,Traveling endlessly,Misguided ghosts,The ones we trusted the most,1
Misguided Ghosts,brand new eyes,The ones we trusted the most,Traveling endlessly,Pushed us far away,1
Misguided Ghosts,brand new eyes,Pushed us far away,The ones we trusted the most,And there's no one road,1
Misguided Ghosts,brand new eyes,And there's no one road,Pushed us far away,We should not be the same,1
Misguided Ghosts,brand new eyes,We should not be the same,And there's no one road,But I'm just a ghost,1
Misguided Ghosts,brand new eyes,But I'm just a ghost,We should not be the same,And still they echo me,1
Misguided Ghosts,brand new eyes,And still they echo me,But I'm just a ghost,They echo me in circles,1
Misguided Ghosts,brand new eyes,They echo me in circles,And still they echo me,,1
All I Wanted,brand new eyes,"Think of me when you're out, when you're out there",,I'll beg you nice from my knees,1
All I Wanted,brand new eyes,I'll beg you nice from my knees,"Think of me when you're out, when you're out there",And when the world treats you way too fairly,1
All I Wanted,brand new eyes,And when the world treats you way too fairly,I'll beg you nice from my knees,"Well, it's a shame I'm a dream",1
All I Wanted,brand new eyes,"Well, it's a shame I'm a dream",And when the world treats you way too fairly,All I wanted was you,1
All I Wanted,brand new eyes,All I wanted was you,"Well, it's a shame I'm a dream",All I wanted was you,1
All I Wanted,brand new eyes,All I wanted was you,All I wanted was you,I think I'll pace my apartment a few times,1
All I Wanted,brand new eyes,I think I'll pace my apartment a few times,All I wanted was you,And fall asleep on the couch,1
All I Wanted,brand new eyes,And fall asleep on the couch,I think I'll pace my apartment a few times,And wake up early to black-and-white reruns,1
All I Wanted,brand new eyes,And wake up early to black-and-white reruns,And fall asleep on the couch,That escape from my mouth,1
All I Wanted,brand new eyes,That escape from my mouth,And wake up early to black-and-white reruns,"(Oh, oh)",1
All I Wanted,brand new eyes,"(Oh, oh)",That escape from my mouth,All I wanted was you,1
All I Wanted,brand new eyes,All I wanted was you,"(Oh, oh)",All I wanted was you,1
All I Wanted,brand new eyes,All I wanted was you,All I wanted was you,All I wanted was you,5
All I Wanted,brand new eyes,All I wanted was you,All I wanted was you,I could follow you to the beginning,1
All I Wanted,brand new eyes,I could follow you to the beginning,All I wanted was you,Just to relive the start,1
All I Wanted,brand new eyes,Just to relive the start,I could follow you to the beginning,"And maybe then, we'd remember to slow down",1
All I Wanted,brand new eyes,"And maybe then, we'd remember to slow down",Just to relive the start,At all of our favorite parts,1
All I Wanted,brand new eyes,At all of our favorite parts,"And maybe then, we'd remember to slow down",All I wanted was you,1
All I Wanted,brand new eyes,All I wanted was you,At all of our favorite parts,All I wanted was you,1
All I Wanted,brand new eyes,All I wanted was you,All I wanted was you,,1
Monster,Singles Club,You were my conscience,,"So solid, now you're like water",1
Monster,Singles Club,"So solid, now you're like water",You were my conscience,And we started drowning,1
Monster,Singles Club,And we started drowning,"So solid, now you're like water",Not like we'd sink any farther,1
Monster,Singles Club,Not like we'd sink any farther,And we started drowning,But I let my heart go,1
Monster,Singles Club,But I let my heart go,Not like we'd sink any farther,It's somewhere down at the bottom,1
Monster,Singles Club,It's somewhere down at the bottom,But I let my heart go,But I'll get a new one,1
Monster,Singles Club,But I'll get a new one,It's somewhere down at the bottom,And come back for the hope that you've stolen,1
Monster,Singles Club,And come back for the hope that you've stolen,But I'll get a new one,I'll stop the whole world,1
Monster,Singles Club,I'll stop the whole world,And come back for the hope that you've stolen,I'll stop the whole world from turning into a monster,1
Monster,Singles Club,I'll stop the whole world from turning into a monster,I'll stop the whole world,Eating us alive,4
Monster,Singles Club,Eating us alive,I'll stop the whole world from turning into a monster,Don't you ever wonder how we survive?,4
Monster,Singles Club,Don't you ever wonder how we survive?,Eating us alive,"Well, now that you're gone the world is ours",2
Monster,Singles Club,"Well, now that you're gone the world is ours",Don't you ever wonder how we survive?,"Ah-ah, ah, ah",1
Monster,Singles Club,"Ah-ah, ah, ah","Well, now that you're gone the world is ours","Ah-ah, ah, ah",1
Monster,Singles Club,"Ah-ah, ah, ah","Ah-ah, ah, ah",I'm only human,1
Monster,Singles Club,I'm only human,"Ah-ah, ah, ah",I've got a skeleton in me,1
Monster,Singles Club,I've got a skeleton in me,I'm only human,But I'm not the villain,1
Monster,Singles Club,But I'm not the villain,I've got a skeleton in me,Despite what you're always preaching,1
Monster,Singles Club,Despite what you're always preaching,But I'm not the villain,Call me a traitor,1
Monster,Singles Club,Call me a traitor,Despite what you're always preaching,I'm just collecting your victims,1
Monster,Singles Club,I'm just collecting your victims,Call me a traitor,And they're getting stronger,1
Monster,Singles Club,And they're getting stronger,I'm just collecting your victims,I hear them calling,1
Monster,Singles Club,I hear them calling,And they're getting stronger,(Calling) Calling,1
Monster,Singles Club,(Calling) Calling,I hear them calling,I'll stop the whole world,1
Monster,Singles Club,I'll stop the whole world,(Calling) Calling,I'll stop the whole world from turning into a monster,1
Monster,Singles Club,"Well, now that you're gone the world is ours",Don't you ever wonder how we survive?,"Well, you find your strength in solutions",1
Monster,Singles Club,"Well, you find your strength in solutions","Well, now that you're gone the world is ours",But I like the tension,1
Monster,Singles Club,But I like the tension,"Well, you find your strength in solutions",And not always knowing the answers,1
Monster,Singles Club,And not always knowing the answers,But I like the tension,But you're gonna lose it,1
Monster,Singles Club,But you're gonna lose it,And not always knowing the answers,You're gonna lose it,1
Monster,Singles Club,You're gonna lose it,But you're gonna lose it,I'll stop the whole world,1
Monster,Singles Club,I'll stop the whole world,You're gonna lose it,I'll stop the whole world from turning into a monster,1
Monster,Singles Club,Don't you ever wonder how we survive?,Eating us alive,"Well, now that you're gone the world",1
Monster,Singles Club,"Well, now that you're gone the world",Don't you ever wonder how we survive?,I'll stop the whole world,1
Monster,Singles Club,I'll stop the whole world,"Well, now that you're gone the world",I'll stop the whole world from turning into a monster,1
Monster,Singles Club,Don't you ever wonder how we survive?,Eating us alive,Now that you're gone the world is ours,1
Monster,Singles Club,Now that you're gone the world is ours,Don't you ever wonder how we survive?,,1
Renegade,Singles Club,And the grass wasn't green enough here,,After watering it with my tears,1
Renegade,Singles Club,After watering it with my tears,And the grass wasn't green enough here,I'm not sure where you went,1
Renegade,Singles Club,I'm not sure where you went,After watering it with my tears,Now we are just past tense,1
Renegade,Singles Club,Now we are just past tense,I'm not sure where you went,"And the snakes, they are slithering in",1
Renegade,Singles Club,"And the snakes, they are slithering in",Now we are just past tense,Chasing me to my end,1
Renegade,Singles Club,Chasing me to my end,"And the snakes, they are slithering in",I can't say where that is,1
Renegade,Singles Club,I can't say where that is,Chasing me to my end,I'm running again,1
Renegade,Singles Club,I'm running again,I can't say where that is,And when I get there,1
Renegade,Singles Club,And when I get there,I'm running again,It won't be far enough,1
Renegade,Singles Club,It won't be far enough,And when I get there,I'm a renegade,3
Renegade,Singles Club,I'm a renegade,It won't be far enough,It's in my blood,3
Renegade,Singles Club,It's in my blood,I'm a renegade,If ever I get there,3
Renegade,Singles Club,If ever I get there,It's in my blood,It won't be fast enough,3
Renegade,Singles Club,It won't be fast enough,If ever I get there,I'm a renegade,3
Renegade,Singles Club,I'm a renegade,It won't be fast enough,I always was,2
Renegade,Singles Club,I always was,I'm a renegade,And the spark never lit up a fire,1
Renegade,Singles Club,And the spark never lit up a fire,I always was,Though I tried and tried and tried,1
Renegade,Singles Club,Though I tried and tried and tried,And the spark never lit up a fire,The wind came from your lungs,1
Renegade,Singles Club,The wind came from your lungs,Though I tried and tried and tried,A hurricane from your tongue,1
Renegade,Singles Club,A hurricane from your tongue,The wind came from your lungs,I'll keep your secrets with me,1
Renegade,Singles Club,I'll keep your secrets with me,A hurricane from your tongue,Right behind my teeth,1
Renegade,Singles Club,Right behind my teeth,I'll keep your secrets with me,"Your anger, your anchor",1
Renegade,Singles Club,"Your anger, your anchor",Right behind my teeth,But I'll sail much further on,1
Renegade,Singles Club,But I'll sail much further on,"Your anger, your anchor","Ah-ah, ah-ah, on",1
Renegade,Singles Club,"Ah-ah, ah-ah, on",But I'll sail much further on,And when I get there,1
Renegade,Singles Club,And when I get there,"Ah-ah, ah-ah, on",It won't be far enough,1
Renegade,Singles Club,I always was,I'm a renegade,"(I'll keep running, I'll keep running again)",1
Renegade,Singles Club,"(I'll keep running, I'll keep running again)",I always was,"Keep running, running, running",1
Renegade,Singles Club,"Keep running, running, running","(I'll keep running, I'll keep running again)","(I'll keep running, I'll keep running again)",1
Renegade,Singles Club,"(I'll keep running, I'll keep running again)","Keep running, running, running","Running, running, running",1
Renegade,Singles Club,"Running, running, running","(I'll keep running, I'll keep running again)","(I'll keep running, I'll keep running again)",1
Renegade,Singles Club,"(I'll keep running, I'll keep running again)","Running, running, running",And when I get there,1
Renegade,Singles Club,And when I get there,"(I'll keep running, I'll keep running again)",It won't be far enough,1
Renegade,Singles Club,I'm a renegade,It won't be fast enough,It's in my blood,1
Renegade,Singles Club,It's in my blood,I'm a renegade,I'm a renegade,1
Renegade,Singles Club,I'm a renegade,It's in my blood,I always was,1
Renegade,Singles Club,I always was,I'm a renegade,,1
Hello Cold World,Singles Club,"I feel happy, I feel sad, I feel like running through the walls",,"I'm overjoyed, I'm undecided and I don't know who I am",1
Hello Cold World,Singles Club,"I'm overjoyed, I'm undecided and I don't know who I am","I feel happy, I feel sad, I feel like running through the walls","Well, maybe I'm not perfect, at least I'm working on it",1
Hello Cold World,Singles Club,"Well, maybe I'm not perfect, at least I'm working on it","I'm overjoyed, I'm undecided and I don't know who I am",22 is like the worst idea that I've ever had,1
Hello Cold World,Singles Club,22 is like the worst idea that I've ever had,"Well, maybe I'm not perfect, at least I'm working on it","It's too much pain, it's too much freedom, what should I do with this?",1
Hello Cold World,Singles Club,"It's too much pain, it's too much freedom, what should I do with this?",22 is like the worst idea that I've ever had,"It's not the way you plan it, it's how you make it happen",1
Hello Cold World,Singles Club,"It's not the way you plan it, it's how you make it happen","It's too much pain, it's too much freedom, what should I do with this?","Yeah, it's how you make it happen",1
Hello Cold World,Singles Club,"Yeah, it's how you make it happen","It's not the way you plan it, it's how you make it happen","It's such a cold, cold world (Hello cold world)",1
Hello Cold World,Singles Club,"It's such a cold, cold world (Hello cold world)","Yeah, it's how you make it happen",And I can't get out,1
Hello Cold World,Singles Club,And I can't get out,"It's such a cold, cold world (Hello cold world)",So I'll just make the best of everything I'll never have,2
Hello Cold World,Singles Club,So I'll just make the best of everything I'll never have,And I can't get out,"Such a cold, cold world (Hello cold world)",3
Hello Cold World,Singles Club,"Such a cold, cold world (Hello cold world)",So I'll just make the best of everything I'll never have,And it's got me down,3
Hello Cold World,Singles Club,And it's got me down,"Such a cold, cold world (Hello cold world)",But I'll get right back up as long as its spins around,3
Hello Cold World,Singles Club,But I'll get right back up as long as its spins around,And it's got me down,Hello cold world,2
Hello Cold World,Singles Club,Hello cold world,But I'll get right back up as long as its spins around,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,1
Hello Cold World,Singles Club,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,Hello cold world,Whoa-oh-oh-oh-oh-oh,1
Hello Cold World,Singles Club,Whoa-oh-oh-oh-oh-oh,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,Girls and boys keep lining up to see if they can measure up,1
Hello Cold World,Singles Club,Girls and boys keep lining up to see if they can measure up,Whoa-oh-oh-oh-oh-oh,They look good and they feel wild but it will never be enough,1
Hello Cold World,Singles Club,They look good and they feel wild but it will never be enough,Girls and boys keep lining up to see if they can measure up,"You say you're really hurting, at least you're feeling something",1
Hello Cold World,Singles Club,"You say you're really hurting, at least you're feeling something",They look good and they feel wild but it will never be enough,We can hope and we can pray that everything will work out fine,1
Hello Cold World,Singles Club,We can hope and we can pray that everything will work out fine,"You say you're really hurting, at least you're feeling something","But you can't just stay down on your knees, the revolution is outside",1
Hello Cold World,Singles Club,"But you can't just stay down on your knees, the revolution is outside",We can hope and we can pray that everything will work out fine,"You wanna make a difference, get out and go begin it",1
Hello Cold World,Singles Club,"You wanna make a difference, get out and go begin it","But you can't just stay down on your knees, the revolution is outside","Whoa, get out and go begin it",1
Hello Cold World,Singles Club,"Whoa, get out and go begin it","You wanna make a difference, get out and go begin it","It's such a cold, cold world (Hello cold world)",1
Hello Cold World,Singles Club,"It's such a cold, cold world (Hello cold world)","Whoa, get out and go begin it",And I can't get out,1
Hello Cold World,Singles Club,Hello cold world,But I'll get right back up as long as its spins around,Oh-ooh-oh-oh-oh-oh-oh-oh-oh,1
Hello Cold World,Singles Club,Oh-ooh-oh-oh-oh-oh-oh-oh-oh,Hello cold world,Don't need my eyes open wide,1
Hello Cold World,Singles Club,Don't need my eyes open wide,Oh-ooh-oh-oh-oh-oh-oh-oh-oh,Oh-ooh-oh-oh-oh-oh-oh-oh-oh,1
Hello Cold World,Singles Club,Oh-ooh-oh-oh-oh-oh-oh-oh-oh,Don't need my eyes open wide,I just wanna feel something,1
Hello Cold World,Singles Club,I just wanna feel something,Oh-ooh-oh-oh-oh-oh-oh-oh-oh,"Such a cold, cold world (Hello cold world)",1
Hello Cold World,Singles Club,"Such a cold, cold world (Hello cold world)",I just wanna feel something,And I can't get out,1
Hello Cold World,Singles Club,And I can't get out,"Such a cold, cold world (Hello cold world)",So I'll just make the best of everything I'll never have,1
Hello Cold World,Singles Club,But I'll get right back up as long as its spins around,And it's got me down,Spins around,1
Hello Cold World,Singles Club,Spins around,But I'll get right back up as long as its spins around,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,1
Hello Cold World,Singles Club,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,Spins around,Whoa-oh-oh-oh-oh-oh (Hello cold world),1
Hello Cold World,Singles Club,Whoa-oh-oh-oh-oh-oh (Hello cold world),Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,1
Hello Cold World,Singles Club,Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,Whoa-oh-oh-oh-oh-oh (Hello cold world),Whoa-oh-oh-oh-oh-oh (Hello cold world),1
Hello Cold World,Singles Club,Whoa-oh-oh-oh-oh-oh (Hello cold world),Whoa-ooh-oh-oh-oh-oh-oh-oh-oh,,1
In The Mourning,Singles Club,You escaped like a runaway train,,Off the tracks and down again,1
In The Mourning,Singles Club,Off the tracks and down again,You escaped like a runaway train,And my heart's beating like a steam boat tugging,1
In The Mourning,Singles Club,And my heart's beating like a steam boat tugging,Off the tracks and down again,All your burdens,1
In The Mourning,Singles Club,All your burdens,And my heart's beating like a steam boat tugging,On my shoulders,1
In The Mourning,Singles Club,On my shoulders,All your burdens,And in the mourning I'll rise,1
In The Mourning,Singles Club,And in the mourning I'll rise,On my shoulders,In the mourning I'll let you die,1
In The Mourning,Singles Club,In the mourning I'll let you die,And in the mourning I'll rise,"In the mourning, all my worries",1
In The Mourning,Singles Club,"In the mourning, all my worries",In the mourning I'll let you die,And now there's nothing but time that's wasted,1
In The Mourning,Singles Club,And now there's nothing but time that's wasted,"In the mourning, all my worries",And words that have no backbone,1
In The Mourning,Singles Club,And words that have no backbone,And now there's nothing but time that's wasted,And now it seems like the whole world's waiting,1
In The Mourning,Singles Club,And now it seems like the whole world's waiting,And words that have no backbone,Can you hear the,1
In The Mourning,Singles Club,Can you hear the,And now it seems like the whole world's waiting,Echoes fading?,1
In The Mourning,Singles Club,Echoes fading?,Can you hear the,In the mourning I'll rise,1
In The Mourning,Singles Club,In the mourning I'll rise,Echoes fading?,In the mourning I'll let you die,1
In The Mourning,Singles Club,In the mourning I'll let you die,In the mourning I'll rise,"In the mourning, all my sorries",2
In The Mourning,Singles Club,"In the mourning, all my sorries",In the mourning I'll let you die,And it takes all my strength,1
In The Mourning,Singles Club,And it takes all my strength,"In the mourning, all my sorries",Not to dig you up,1
In The Mourning,Singles Club,Not to dig you up,And it takes all my strength,From the ground in which you lay,1
In The Mourning,Singles Club,From the ground in which you lay,Not to dig you up,The biggest part of me,1
In The Mourning,Singles Club,The biggest part of me,From the ground in which you lay,You were the greatest thing,1
In The Mourning,Singles Club,You were the greatest thing,The biggest part of me,And now you're just a memory,1
In The Mourning,Singles Club,And now you're just a memory,You were the greatest thing,To let go of,1
In The Mourning,Singles Club,To let go of,And now you're just a memory,And in the mourning I'll rise,1
In The Mourning,Singles Club,And in the mourning I'll rise,To let go of,And in the mourning I'll let you die,1
In The Mourning,Singles Club,And in the mourning I'll let you die,And in the mourning I'll rise,"In the mourning, all my sorries",1
In The Mourning,Singles Club,"In the mourning, all my sorries",And in the mourning I'll let you die,In the mourning I'll rise,1
In The Mourning,Singles Club,In the mourning I'll rise,"In the mourning, all my sorries",In the mourning I'll let you die,1
In The Mourning,Singles Club,"In the mourning, all my sorries",In the mourning I'll let you die,,1
Fast in My Car,Paramore,Been through the ringer a couple times,,I came out callous and cruel,1
Fast in My Car,Paramore,I came out callous and cruel,Been through the ringer a couple times,And my two friends know this very well,1
Fast in My Car,Paramore,And my two friends know this very well,I came out callous and cruel,Because they went through it too,1
Fast in My Car,Paramore,Because they went through it too,And my two friends know this very well,The three of us were initiates,1
Fast in My Car,Paramore,The three of us were initiates,Because they went through it too,We had to learn how to deal,1
Fast in My Car,Paramore,We had to learn how to deal,The three of us were initiates,And when we spotted a second chance,1
Fast in My Car,Paramore,And when we spotted a second chance,We had to learn how to deal,We had to learn how to steal,1
Fast in My Car,Paramore,We had to learn how to steal,And when we spotted a second chance,Hollowed out and filled up with hate,1
Fast in My Car,Paramore,Hollowed out and filled up with hate,We had to learn how to steal,All we want is you to give us a break,1
Fast in My Car,Paramore,All we want is you to give us a break,Hollowed out and filled up with hate,We're driving fast in my car,2
Fast in My Car,Paramore,We're driving fast in my car,All we want is you to give us a break,"We've got our riot gear on, but we just want to have fun",2
Fast in My Car,Paramore,"We've got our riot gear on, but we just want to have fun",We're driving fast in my car,"No, we're not looking for violence, oh, oh",3
Fast in My Car,Paramore,"No, we're not looking for violence, oh, oh","We've got our riot gear on, but we just want to have fun",Tonight we want to have fun,2
Fast in My Car,Paramore,Tonight we want to have fun,"No, we're not looking for violence, oh, oh",No one's the same as they used to be,1
Fast in My Car,Paramore,No one's the same as they used to be,Tonight we want to have fun,Much as we try to pretend,1
Fast in My Car,Paramore,Much as we try to pretend,No one's the same as they used to be,No one's as innocent as could be,1
Fast in My Car,Paramore,No one's as innocent as could be,Much as we try to pretend,"We all fall short, we all sin",1
Fast in My Car,Paramore,"We all fall short, we all sin",No one's as innocent as could be,But now we aren't looking backward,1
Fast in My Car,Paramore,But now we aren't looking backward,"We all fall short, we all sin",We won't try raising the dead,1
Fast in My Car,Paramore,We won't try raising the dead,But now we aren't looking backward,We only see what's in front of us,1
Fast in My Car,Paramore,We only see what's in front of us,We won't try raising the dead,We only see straight ahead,1
Fast in My Car,Paramore,We only see straight ahead,We only see what's in front of us,Hollowed out and filled up with hate,1
Fast in My Car,Paramore,Hollowed out and filled up with hate,We only see straight ahead,All we want is you to give us a break,1
Fast in My Car,Paramore,Tonight we want to have fun,"No, we're not looking for violence, oh, oh",Get in my car and we'll drive around,1
Fast in My Car,Paramore,Get in my car and we'll drive around,Tonight we want to have fun,We'll make believe we are free,1
Fast in My Car,Paramore,We'll make believe we are free,Get in my car and we'll drive around,Already proved we can tough it out,1
Fast in My Car,Paramore,Already proved we can tough it out,We'll make believe we are free,And we get along so sweetly,1
Fast in My Car,Paramore,And we get along so sweetly,Already proved we can tough it out,We're driving fast in my car,1
Fast in My Car,Paramore,We're driving fast in my car,And we get along so sweetly,"We've got our riot gear on, but we just want to have fun",1
Fast in My Car,Paramore,"No, we're not looking for violence, oh, oh","We've got our riot gear on, but we just want to have fun","Tonight we want to have fun (Oh, oh, oh)",1
Fast in My Car,Paramore,"Tonight we want to have fun (Oh, oh, oh)","No, we're not looking for violence, oh, oh",We're driving fast in my car,1
Fast in My Car,Paramore,We're driving fast in my car,"Tonight we want to have fun (Oh, oh, oh)",We're driving fast in my car,1
Fast in My Car,Paramore,We're driving fast in my car,We're driving fast in my car,"And we're not looking for violence, oh, oh",1
Fast in My Car,Paramore,"And we're not looking for violence, oh, oh",We're driving fast in my car,We're driving fast in my car and we want just to have fun,1
Fast in My Car,Paramore,We're driving fast in my car and we want just to have fun,"And we're not looking for violence, oh, oh",,1
Now,Paramore,Don't try to take this from me,,Don't try to take this from me now,1
Now,Paramore,Don't try to take this from me now,Don't try to take this from me,Don't try to take this from me,2
Now,Paramore,Don't try to take this from me,Don't try to take this from me now,Don't try to take this from me now,2
Now,Paramore,Don't try to take this from me now,Don't try to take this from me,Feels like I'm waking from the dead,1
Now,Paramore,Feels like I'm waking from the dead,Don't try to take this from me now,And everyone's been waiting on me,1
Now,Paramore,And everyone's been waiting on me,Feels like I'm waking from the dead,Least now I'll never have to wonder,1
Now,Paramore,Least now I'll never have to wonder,And everyone's been waiting on me,What it's like to sleep a year away,1
Now,Paramore,What it's like to sleep a year away,Least now I'll never have to wonder,But weren't we indestructible?,1
Now,Paramore,But weren't we indestructible?,What it's like to sleep a year away,I thought that we could brave it all,1
Now,Paramore,I thought that we could brave it all,But weren't we indestructible?,I never thought that what would take me out,1
Now,Paramore,I never thought that what would take me out,I thought that we could brave it all,Was hiding down below,1
Now,Paramore,Was hiding down below,I never thought that what would take me out,"Lost the battle, win the war",1
Now,Paramore,"Lost the battle, win the war",Was hiding down below,I'm bringing my sinking ship back to the shore,1
Now,Paramore,I'm bringing my sinking ship back to the shore,"Lost the battle, win the war",Starting over,2
Now,Paramore,Starting over,I'm bringing my sinking ship back to the shore,or head back in,2
Now,Paramore,or head back in,Starting over,"There's a time and a place to die, but this ain't it",2
Now,Paramore,"There's a time and a place to die, but this ain't it",or head back in,"If there's a future, we want it now",2
Now,Paramore,"If there's a future, we want it now","There's a time and a place to die, but this ain't it","If there's a future, we want it now",2
Now,Paramore,"If there's a future, we want it now","If there's a future, we want it now","If there's a future, we want it now",6
Now,Paramore,"If there's a future, we want it now","If there's a future, we want it now",Don't try to take this from me,1
Now,Paramore,Don't try to take this from me,"If there's a future, we want it now",Don't try to take this from me now,1
Now,Paramore,Don't try to take this from me now,Don't try to take this from me,Wish I could find a crystal ball,1
Now,Paramore,Wish I could find a crystal ball,Don't try to take this from me now,For the days I feel completely worthless,1
Now,Paramore,For the days I feel completely worthless,Wish I could find a crystal ball,You know I'd use it all for good,1
Now,Paramore,You know I'd use it all for good,For the days I feel completely worthless,I would not take it for granted,1
Now,Paramore,I would not take it for granted,You know I'd use it all for good,"Instead, I have some memories",1
Now,Paramore,"Instead, I have some memories",I would not take it for granted,For the days I don't feel anything,1
Now,Paramore,For the days I don't feel anything,"Instead, I have some memories","At the least, they will remind me not to make",1
Now,Paramore,"At the least, they will remind me not to make",For the days I don't feel anything,The same mistakes again,1
Now,Paramore,The same mistakes again,"At the least, they will remind me not to make","Lost the battle, win the war",1
Now,Paramore,"Lost the battle, win the war",The same mistakes again,I'm bringing my sinking ship back to the shore,1
Now,Paramore,"If there's a future, we want it now","If there's a future, we want it now",There's a time and a place to die,1
Now,Paramore,There's a time and a place to die,"If there's a future, we want it now",There's a time and a place to die and this ain't it,1
Now,Paramore,There's a time and a place to die and this ain't it,There's a time and a place to die,There's a time and a place to die and this ain't it,1
Now,Paramore,There's a time and a place to die and this ain't it,There's a time and a place to die and this ain't it,This ain't it,1
Now,Paramore,This ain't it,There's a time and a place to die and this ain't it,This ain't it,1
Now,Paramore,This ain't it,This ain't it,"There's a time and a place to die, there's a time and a place to die",1
Now,Paramore,"There's a time and a place to die, there's a time and a place to die",This ain't it,"But this ain't it, no",1
Now,Paramore,"But this ain't it, no","There's a time and a place to die, there's a time and a place to die","If there's a future, we want it now",1
Now,Paramore,"If there's a future, we want it now","But this ain't it, no","If there's a future, we want it now",1
Now,Paramore,"If there's a future, we want it now","If there's a future, we want it now","Now, now",1
Now,Paramore,"Now, now","If there's a future, we want it now",,1
Grow Up,Paramore,I told 'em all where to stick it,,I left town with a dime to my name,1
Grow Up,Paramore,I left town with a dime to my name,I told 'em all where to stick it,Said I'm done with all of my fake friends,1
Grow Up,Paramore,Said I'm done with all of my fake friends,I left town with a dime to my name,Self-righteous pawns in a losing game,1
Grow Up,Paramore,Self-righteous pawns in a losing game,Said I'm done with all of my fake friends,Got my band and a light that won't go out,1
Grow Up,Paramore,Got my band and a light that won't go out,Self-righteous pawns in a losing game,Been burning since the day I was born,1
Grow Up,Paramore,Been burning since the day I was born,Got my band and a light that won't go out,"So I'll cry just a little, then I'll dry my eyes",1
Grow Up,Paramore,"So I'll cry just a little, then I'll dry my eyes",Been burning since the day I was born,'Cause I'm not a little girl no more,1
Grow Up,Paramore,'Cause I'm not a little girl no more,"So I'll cry just a little, then I'll dry my eyes",Some of us have to grow up sometimes,1
Grow Up,Paramore,Some of us have to grow up sometimes,'Cause I'm not a little girl no more,"And so, if I have to, I'm gonna leave you behind",1
Grow Up,Paramore,"And so, if I have to, I'm gonna leave you behind",Some of us have to grow up sometimes,Some of us have to grow up sometimes,2
Grow Up,Paramore,Some of us have to grow up sometimes,"And so, if I have to, I'm gonna leave you behind","And so, if I have to, I'm gonna leave you behind",2
Grow Up,Paramore,"And so, if I have to, I'm gonna leave you behind",Some of us have to grow up sometimes,Stood in line for so long just to picket,1
Grow Up,Paramore,Stood in line for so long just to picket,"And so, if I have to, I'm gonna leave you behind",Something I won't ever understand,1
Grow Up,Paramore,Something I won't ever understand,Stood in line for so long just to picket,Aren't you tired of always being mad at the world?,1
Grow Up,Paramore,Aren't you tired of always being mad at the world?,Something I won't ever understand,Won't you just admit you don't care?,1
Grow Up,Paramore,Won't you just admit you don't care?,Aren't you tired of always being mad at the world?,"And, lady, I don't want your pity",1
Grow Up,Paramore,"And, lady, I don't want your pity",Won't you just admit you don't care?,So don't feel sad for me,1
Grow Up,Paramore,So don't feel sad for me,"And, lady, I don't want your pity",I got a love I would die for and a song to sing,1
Grow Up,Paramore,I got a love I would die for and a song to sing,So don't feel sad for me,Maybe we're both just living out our dream,1
Grow Up,Paramore,Maybe we're both just living out our dream,I got a love I would die for and a song to sing,Some of us have to grow up sometimes,1
Grow Up,Paramore,Some of us have to grow up sometimes,Maybe we're both just living out our dream,"And so, if I have to, I'm gonna leave you behind",1
Grow Up,Paramore,"And so, if I have to, I'm gonna leave you behind",Some of us have to grow up sometimes,We get along for the most part,1
Grow Up,Paramore,We get along for the most part,"And so, if I have to, I'm gonna leave you behind","Me and reality, the light and the dark",1
Grow Up,Paramore,"Me and reality, the light and the dark",We get along for the most part,We live alone in two different worlds,1
